App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Solitaire: Decked Out Ad Free,GAME,4.9,37302,35M,"500,000+",Free,0,Everyone,Card,"May 8, 2017",1.3.3,4.1 and up
Sonic 4™ Episode I,GAME,3.7,8014,37M,"100,000+",Paid,$2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up
Sonic CD Classic,GAME,4.6,26138,15M,"1,000,000+",Free,0,Everyone,Action,"February 14, 2018",1.0.2,4.2 and up
Sonic Dash,GAME,4.5,3777822,75M,"100,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",3.8.5.Go,4.1 and up
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56M,"10,000,000+",Free,0,Everyone,Action,"June 18, 2018",3.3.0,4.2 and up
Soul Knight,GAME,4.7,292164,59M,"10,000,000+",Free,0,Everyone 10+,Action,"August 1, 2018",1.8.4,4.1 and up
Space Shooter : Galaxy Attack,GAME,4.6,169661,40M,"10,000,000+",Free,0,Everyone,Arcade,"August 1, 2018",1.246,4.1 and up
Space X: Sky Wars of Air Force,GAME,4.5,10748,47M,"1,000,000+",Free,0,Everyone,Arcade,"August 4, 2018",4.0,4.1 and up
Special Forces Group 2,GAME,4.6,1432809,29M,"10,000,000+",Free,0,Mature 17+,Action,"July 29, 2018",3.3,4.0 and up
Speed Racing Ultimate 2,GAME,4.1,66894,Varies with device,"1,000,000+",Free,0,Everyone 10+,Racing,"July 21, 2018",Varies with device,Varies with device
Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,"500,000+",Free,0,Everyone,Racing,"March 28, 2018",1.1,4.1 and up
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,"10,000,000+",Free,0,Everyone,Arcade,"May 2, 2016",1.0.7,2.3 and up
Stack It AR,GAME,3.8,1363,26M,"100,000+",Free,0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up
Stack Jump,GAME,4.3,118253,40M,"10,000,000+",Free,0,Teen,Arcade,"May 3, 2018",1.4.6,4.1 and up
Standoff 2,GAME,4.5,299046,47M,"10,000,000+",Free,0,Mature 17+,Action,"July 12, 2018",0.9.5,4.1 and up
Star Wars ™: DIRTY,GAME,4.5,38207,15M,"100,000+",Paid,$9.99,Teen,Role Playing,"October 19, 2015",1.0.6,4.1 and up
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,"100,000+",Free,0,Everyone 10+,Action,"September 11, 2015",1.1.3,4.0.3 and up
Stick War: Legacy,GAME,4.6,811040,77M,"10,000,000+",Free,0,Teen,Strategy,"May 10, 2018",1.7.04,4.4 and up
Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,"1,000,000+",Paid,$0.99,Everyone 10+,Action,"August 3, 2018",2.3.24,4.1 and up
Stickman Warriors Heroes 2,GAME,4.4,13714,41M,"1,000,000+",Free,0,Everyone 10+,Action,"April 15, 2017",1.0.4,4.0.3 and up
Stickman and Axe,GAME,4.4,69,2.8M,"50,000+",Free,0,Teen,Action,"November 25, 2017",1.0,4.0.3 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63M,"10,000,000+",Free,0,Everyone,Arcade,"March 24, 2016",1.0.0,2.3.3 and up
Strange Hero: Future Battle,GAME,4.2,88901,73M,"10,000,000+",Free,0,Teen,Action,"May 24, 2018",11.0.0,4.0 and up
Strawberry Shortcake BerryRush,GAME,4.3,525517,48M,"10,000,000+",Free,0,Everyone,Action;Action & Adventure,"October 15, 2017",1.2.3,2.3 and up
Street Skater 3D,GAME,3.6,120852,21M,"10,000,000+",Free,0,Teen,Action,"October 24, 2017",1.1,4.0.3 and up
Stupid Zombies,GAME,4.5,464900,33M,"10,000,000+",Free,0,Teen,Arcade,"June 27, 2018",2.0.5,4.2 and up
Subway Surfers,GAME,4.5,27711703,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
Sudoku Master,GAME,4.4,58387,3.3M,"1,000,000+",Free,0,Everyone,Word,"December 13, 2013",1.1.2,2.1 and up
Summoners War,GAME,4.3,2045554,28M,"50,000,000+",Free,0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up
Super Car F. Mod for MCPE,GAME,3.6,214,4.9M,"50,000+",Free,0,Everyone,Adventure,"July 19, 2018",3.0.1,4.2 and up
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38M,"10,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.2,4.1 and up
Super Dancer,GAME,4.1,91667,27M,"1,000,000+",Free,0,Everyone,Arcade,"July 24, 2018",3.3,2.3 and up
Super Dancer VN,GAME,4.0,24312,25M,"500,000+",Free,0,Everyone,Music,"July 22, 2018",3.3,4.0.3 and up
Super Hero M Craft Run,GAME,3.7,303,38M,"100,000+",Free,0,Everyone,Arcade,"July 12, 2017",1.6,4.0.3 and up
Super Jabber Jump,GAME,4.3,85882,23M,"10,000,000+",Free,0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up
Super Jabber Jump 3,GAME,4.3,34494,23M,"5,000,000+",Free,0,Everyone 10+,Arcade,"July 11, 2018",2.5.3182,2.3 and up
Super Jim Jump - pixel 3d,GAME,4.5,10460,18M,"1,000,000+",Free,0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up
Super Mario Run,GAME,3.7,1221896,70M,"100,000,000+",Free,0,Everyone,Action,"July 12, 2018",3.0.11,4.2 and up
Super ball DZ,GAME,,24,32M,"1,000+",Free,0,Teen,Action,"September 21, 2017",1.0.4,4.1 and up
SuperBikers 2,GAME,3.9,6200,Varies with device,"500,000+",Free,0,Everyone 10+,Racing,"July 6, 2018",Varies with device,Varies with device
Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,$3.99,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up
Survival Run with Bear Grylls,GAME,4.2,128579,Varies with device,"5,000,000+",Free,0,Everyone,Action,"May 6, 2018",Varies with device,Varies with device
Survival: Prison Escape,GAME,4.0,127810,33M,"10,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.8.8,4.4 and up
Swamp Attack,GAME,4.4,2119235,70M,"50,000,000+",Free,0,Everyone 10+,Action,"June 29, 2018",3.0.1,4.1 and up
Sweet Fruit Candy,GAME,4.5,197540,29M,"10,000,000+",Free,0,Everyone,Puzzle,"July 16, 2018",79.0,4.1 and up
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96M,"100,000+",Free,0,Teen,Action,"June 1, 2018",11.0.2,4.0 and up
TAMAGO Monsters Returns,GAME,4.1,104583,37M,"1,000,000+",Free,0,Everyone,Arcade,"August 18, 2016",3.45,2.3 and up
TEKKEN™,GAME,4.2,147791,38M,"5,000,000+",Free,0,Teen,Action,"July 26, 2018",1.3,5.0 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21M,"5,000,000+",Free,0,Teen,Action,"October 21, 2016",1.0.5,4.0.3 and up
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action,"July 27, 2018",6.3.2,4.0.3 and up
Talking Tom Gold Run,GAME,4.6,2694969,78M,"100,000,000+",Free,0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up
Tamago egg,GAME,3.0,49,7.1M,"5,000+",Free,0,Everyone,Trivia,"October 31, 2017",1.0.1,2.3.3 and up
Tank Stars,GAME,4.3,174755,98M,"10,000,000+",Free,0,Everyone 10+,Arcade,"July 11, 2018",1.1.1,5.0 and up
Teen Patti by BL Games,GAME,4.1,496,39M,"100,000+",Free,0,Teen,Card,"January 31, 2017",1.3.0,2.3.3 and up
Temple Run,GAME,4.3,4000433,42M,"100,000,000+",Free,0,Everyone,Arcade,"August 2, 2018",1.9.1,4.0 and up
Temple Run 2,GAME,4.3,8116142,62M,"500,000,000+",Free,0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up
TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,"1,000,000+",Free,0,Everyone,Simulation,"August 2, 2018",4.9.31,Varies with device
Texas Hold'em Poker,GAME,3.6,12846,14M,"1,000,000+",Free,0,Teen,Casino,"December 29, 2017",3.3,4.1 and up
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26M,"10,000,000+",Free,0,Teen,Casino,"May 30, 2018",1.7.0,4.0.3 and up
Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26M,"10,000+",Free,0,Teen,Casino,"May 30, 2018",1.2.1,4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,"10,000,000+",Free,0,Teen,Card,"July 31, 2018",18.4.0,4.1 and up
Texas Holdem Poker,GAME,4.0,127831,26M,"10,000,000+",Free,0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up
Texas Holdem Poker Pro,GAME,4.5,114479,26M,"5,000,000+",Free,0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up
Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,"500,000+",Free,0,Teen,Casino,"January 18, 2017",2.1.7,4.0.3 and up
Thai Sic Bo,GAME,4.1,14283,4.2M,"1,000,000+",Free,0,Teen,Casino,"October 1, 2017",1.1.2,4.0 and up
The Cube,GAME,4.2,70226,38M,"5,000,000+",Free,0,Everyone,Arcade,"July 25, 2018",1.2.9,4.1 and up
The Escapists,GAME,4.4,7412,84M,"100,000+",Paid,$4.99,Teen,Strategy,"April 26, 2018",1.1.0,2.3 and up
The Fish Master!,GAME,4.1,15763,54M,"1,000,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.6,4.1 and up
The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up
The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61M,"500,000+",Free,0,Mature 17+,Action,"June 20, 2018",2.1,4.1 and up
The Grand Wars: San Andreas,GAME,3.9,29990,96M,"1,000,000+",Free,0,Teen,Action,"December 8, 2017",Varies with device,2.3 and up
The Grand Way,GAME,3.9,1995,92M,"500,000+",Free,0,Teen,Action,"July 3, 2018",1.9,4.1 and up
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,"500,000+",Free,0,Everyone 10+,Action,"September 13, 2016",1.0.3386,4.1 and up
The Legacy (Full),GAME,4.6,144,6.3M,"1,000+",Paid,$6.99,Everyone,Adventure,"May 15, 2018",1.0.9,4.0 and up
The Maze Runner,GAME,4.0,428268,22M,"10,000,000+",Free,0,Everyone,Action,"September 14, 2015",1.8.1,2.3 and up
The Q - Live Trivia Game Network,GAME,2.7,1486,14M,"100,000+",Free,0,Everyone,Trivia,"August 3, 2018",2.4.8,5.0 and up
The Room: Old Sins,GAME,4.9,21119,48M,"100,000+",Paid,$4.99,Everyone,Puzzle,"April 18, 2018",1.0.1,4.4 and up
The Sims™ FreePlay,GAME,4.3,931595,31M,"10,000,000+",Free,0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up
The Vikings,GAME,4.4,15806,42M,"1,000,000+",Free,0,Teen,Arcade,"June 6, 2018",1.0.7,4.1 and up
The Visitor,GAME,4.1,39895,25M,"5,000,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.2.3,4.1 and up
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39M,"500,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.3.7,4.3 and up
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,"1,000,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.1.5,4.1 and up
The Walking Dead: Our World,GAME,4.0,22435,100M,"1,000,000+",Free,0,Teen,Action,"August 1, 2018",1.1.0.3,5.0 and up
The Walking Dead: Road to Survival,GAME,4.2,522466,37M,"10,000,000+",Free,0,Mature 17+,Role Playing,"June 19, 2018",12.0.4.62276,4.0.3 and up
The Walking Zombie: Dead City,GAME,4.6,58575,96M,"1,000,000+",Free,0,Teen,Action,"February 21, 2018",2.55,4.1 and up
The World Ends With You,GAME,4.6,4108,13M,"10,000+",Paid,$17.99,Everyone 10+,Arcade,"December 14, 2015",1.0.4,4.0 and up
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52M,"100,000+",Free,0,Teen,Board,"July 12, 2018",1.4.1,4.1 and up
Tiny Archers,GAME,4.5,80678,Varies with device,"5,000,000+",Free,0,Mature 17+,Action,"May 25, 2018",Varies with device,Varies with device
Tokyo Ghoul: Dark War,GAME,4.3,25094,82M,"1,000,000+",Free,0,Teen,Role Playing,"July 6, 2018",1.2.0,4.3 and up
Tomb of the Mask,GAME,4.1,55380,39M,"5,000,000+",Free,0,Everyone,Action,"July 24, 2018",1.2.1,5.0 and up
Toon Blast,GAME,4.7,1351771,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3196,4.1 and up
Toughest Game Ever 2,GAME,4.6,293086,Varies with device,"5,000,000+",Free,0,Everyone,Action,"October 22, 2015",8.1,4.0.3 and up
Toy Attack,GAME,4.2,3878,69M,"500,000+",Free,0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up
Toy Blast,GAME,4.7,1889582,Varies with device,"50,000,000+",Free,0,Everyone,Puzzle,"July 23, 2018",5423,4.1 and up
Toy Truck Rally 3D,GAME,4.0,301895,25M,"50,000,000+",Free,0,Everyone,Racing,"May 23, 2018",1.4.4,4.1 and up
Traffic Racer,GAME,4.5,5387781,53M,"100,000,000+",Free,0,Everyone,Racing,"February 27, 2018",2.5,4.1 and up
Traffic Sniper Counter Attack,GAME,4.3,5339,38M,"1,000,000+",Free,0,Teen,Action,"December 5, 2017",1.0,2.3 and up
Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,"10,000,000+",Free,0,Everyone,Racing,"January 9, 2018",Varies with device,5.0 and up
Traps n' Gemstones,GAME,4.5,413,9.1M,"1,000+",Paid,$4.99,Everyone,Adventure,"May 17, 2017",1.04,4.0.3 and up
Trine 2: Complete Story,GAME,3.8,252,11M,"10,000+",Paid,$16.99,Teen,Action,"February 27, 2015",2.22,5.0 and up
Trivia Crack,GAME,4.5,6427773,95M,"100,000,000+",Free,0,Everyone,Trivia,"August 3, 2018",2.79.0,4.1 and up
Trovami se ci riesci,GAME,5.0,11,6.1M,10+,Free,0,Everyone,Arcade,"March 11, 2017",0.1,2.3 and up
Truck Driver Cargo,GAME,4.1,257531,44M,"10,000,000+",Free,0,Everyone 10+,Racing,"January 18, 2018",7,4.1 and up
True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31M,"1,000,000+",Free,0,Everyone 10+,Arcade,"January 3, 2018",2.11.7,4.1 and up
Two Nights at jumpscare,GAME,3.8,596,91M,"100,000+",Free,0,Teen,Adventure,"August 17, 2017",1.0,4.1 and up
U-48 Submarine Commander Free,GAME,3.5,4575,3.8M,"500,000+",Free,0,Everyone,Arcade,"October 7, 2017",1.24,4.0.3 and up
UNO ™ & Friends,GAME,4.1,1728557,Varies with device,"50,000,000+",Free,0,Everyone,Card,"September 20, 2017",Varies with device,Varies with device
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6M,"100,000+",Free,0,Teen,Casino,"April 20, 2015",3.1.0,2.3 and up
Ultimate DC Challenge,GAME,4.5,937,35M,"10,000+",Free,0,Everyone,Trivia,"October 19, 2017",2.14.5e,4.0.3 and up
Ultimate Fighter Z,GAME,4.3,180,24M,"5,000+",Free,0,Everyone,Action,"July 16, 2018",2.0,4.4 and up
Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22M,"100,000+",Free,0,Everyone,Trivia,"February 14, 2018",1.3.0,4.1 and up
Undead Assault,GAME,4.3,4704,37M,"100,000+",Free,0,Everyone 10+,Arcade,"November 4, 2015",1.4.6,2.3 and up
V for Voodoo,GAME,4.2,16876,59M,"1,000,000+",Free,0,Teen,Trivia,"June 28, 2018",3.0.1,6.0 and up
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,Varies with device,"10,000+",Free,0,Teen,Board,"July 3, 2018",1.16.32,Varies with device
VR AG Racing for Cardboard,GAME,3.4,13,27M,"1,000+",Free,0,Everyone,Racing,"September 29, 2016",1.1,4.1 and up
Vector,GAME,4.4,3058687,89M,"100,000,000+",Free,0,Everyone 10+,Arcade,"July 18, 2016",1.2.0,4.0 and up
Vikings Stickman Axe Fighting,GAME,4.2,924,43M,"100,000+",Free,0,Everyone,Arcade,"October 21, 2017",1.5.2,3.0 and up
Vikings: an Archer's Journey,GAME,4.5,10256,39M,"1,000,000+",Free,0,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up
Virtual Dice EX,GAME,4.3,40,3.6M,"5,000+",Free,0,Everyone,Board,"March 15, 2016",2.8,3.0 and up
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53M,"1,000,000+",Free,0,Everyone,Board,"July 31, 2018",2.4.11,4.1 and up
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96M,"1,000,000+",Free,0,Everyone,Racing,"June 6, 2018",31,4.2 and up
WIZARD Card Game,GAME,4.0,48,4.1M,"1,000+",Paid,$1.99,Everyone,Card,"December 15, 2014",1.0.141215,2.1 and up
War Robots,GAME,4.6,3073251,33M,"50,000,000+",Free,0,Everyone 10+,Action,"July 25, 2018",4.1.1,4.1 and up
War and Order,GAME,4.3,224514,81M,"5,000,000+",Free,0,Teen,Strategy,"July 18, 2018",1.1.8,4.0.3 and up
Water Surfer Racing In Moto,GAME,4.3,2233,36M,"1,000,000+",Free,0,Everyone,Racing,"February 28, 2018",1.1,2.3 and up
What Am I? - Brain Teasers,GAME,4.2,4537,15M,"100,000+",Free,0,Everyone,Trivia,"April 5, 2017",2.2,4.0.3 and up
What's Your CS:GO rank?,GAME,2.3,278,2.4M,"10,000+",Free,0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up
Wheelie Challenge,GAME,4.6,137338,51M,"5,000,000+",Free,0,Everyone,Racing,"July 13, 2018",1.44,4.1 and up
Who am I? (Biblical),GAME,4.5,5849,5.1M,"500,000+",Free,0,Everyone,Trivia,"September 13, 2017",1.2.2_comAds,4.0.3 and up
Will it Crush?,GAME,3.1,25825,16M,"5,000,000+",Free,0,Everyone,Simulation,"May 22, 2018",1.3.3,4.4 and up
Winter Wonderland,GAME,4.0,1287,38M,"50,000+",Free,0,Everyone,Word,"December 18, 2013",1.0,2.2 and up
WithstandZ - Zombie Survival!,GAME,4.3,121612,59M,"1,000,000+",Free,0,Teen,Action,"December 28, 2017",1.0.6.4,4.0 and up
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27M,"1,000+",Paid,$0.99,Everyone 10+,Arcade,"March 23, 2017",1.00.10,4.0 and up
Woodman Deluxe,GAME,4.0,82,4.4M,"5,000+",Free,0,Everyone,Action,"July 6, 2015",1.0.2,2.3 and up
Woody Puzzle,GAME,4.7,21262,29M,"1,000,000+",Free,0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.4 and up
Word Crossy - A crossword game,GAME,4.5,240416,53M,"5,000,000+",Free,0,Everyone,Word,"August 1, 2018",2.2.3,4.0.3 and up
Word Hunt,GAME,4.9,59,21M,500+,Free,0,Everyone,Word,"June 22, 2018",1.0,4.4 and up
Word Link,GAME,4.6,216675,30M,"10,000,000+",Free,0,Everyone,Word,"August 1, 2018",2.2.7,4.1 and up
Word Search,GAME,4.2,344585,Varies with device,"50,000,000+",Free,0,Everyone,Word,"July 2, 2018",Varies with device,Varies with device
Word Search multilingual,GAME,4.2,32849,1.5M,"1,000,000+",Free,0,Everyone,Word,"September 30, 2015",2.2.13,2.3 and up
Words With Friends Classic,GAME,4.3,1704112,Varies with device,"50,000,000+",Free,0,Everyone,Word,"July 11, 2018",Varies with device,Varies with device
Words With Friends – Play Free,GAME,4.3,711719,Varies with device,"10,000,000+",Free,0,Everyone,Word,"July 11, 2018",Varies with device,Varies with device
Wordscapes,GAME,4.8,230849,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,"10,000,000+",Free,0,Teen,Card,"August 2, 2018",5.11.0,4.1 and up
World of Warriors: Duel,GAME,4.3,25952,36M,"500,000+",Free,0,Everyone 10+,Action,"September 7, 2015",1.1.2,2.3 and up
X-WOLF,GAME,4.2,4878,27M,"100,000+",Free,0,Everyone 10+,Adventure,"February 2, 2018",1.2.0,4.1 and up
YAKALA AY,GAME,,0,14M,1+,Paid,$0.99,Everyone,Arcade,"July 7, 2018",1.0,4.1 and up
Yes day,GAME,4.5,10055521,94M,"100,000,000+",Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
Your rank CS:GO,GAME,4.1,4946,7.5M,"100,000+",Free,0,Teen,Trivia,"July 16, 2017",1.82,4.0.3 and up
Z Champions,GAME,4.7,96028,59M,"1,000,000+",Free,0,Teen,Arcade,"May 28, 2018",Varies with device,4.0 and up
ZOMBIE RIPPER,GAME,3.7,16073,94M,"500,000+",Free,0,Mature 17+,Action,"November 14, 2017",1.4,4.0 and up
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32M,"500,000+",Free,0,Everyone,Action,"April 4, 2018",1.7,4.1 and up
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604,96M,"1,000,000+",Paid,$0.99,Teen,Action,"June 26, 2018",2.4.4,2.3 and up
Zombie Catchers,GAME,4.7,989158,75M,"10,000,000+",Free,0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
Zombie Death Shooter,GAME,3.8,17372,45M,"1,000,000+",Free,0,Mature 17+,Arcade,"August 8, 2015",1.3,2.3 and up
Zombie Frontier,GAME,4.2,326689,20M,"10,000,000+",Free,0,Teen,Action,"May 30, 2018",1.31,4.2 and up
Zombie Hunter King,GAME,4.3,10538,50M,"1,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66M,"10,000,000+",Free,0,Teen,Action,"July 28, 2017",2.4.2,2.3.3 and up
Zombie Sniper 3D III,GAME,3.9,8122,23M,"500,000+",Free,0,Mature 17+,Action,"February 28, 2017",1.8,2.3 and up
Zombie Tsunami,GAME,4.4,4918776,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
Zombie War Z : Hero Survival Rules,GAME,3.9,1987,62M,"100,000+",Free,0,Mature 17+,Action,"December 13, 2017",1.8,4.0.3 and up
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,"50,000,000+",Free,0,Teen,Casino,"July 25, 2018",21.54,4.1 and up
diep.io,GAME,4.1,347883,20M,"10,000,000+",Free,0,Everyone,Action,"March 16, 2018",1.2.7,4.0.3 and up
iGun Pro -The Original Gun App,GAME,4.2,249308,55M,"10,000,000+",Free,0,Everyone,Arcade,"September 7, 2017",5.26,2.3 and up
iSniper 3D Arctic Warfare,GAME,3.8,35572,Varies with device,"1,000,000+",Free,0,Teen,Arcade,"September 4, 2013",Varies with device,Varies with device
kick the buddy,GAME,3.3,294,19M,"10,000+",Free,0,Everyone,Arcade,"July 19, 2018",1.0,3.0 and up
nds4droid,GAME,3.4,107778,8.8M,"10,000,000+",Free,0,Everyone,Arcade,"February 12, 2016",47,2.3.3 and up
slither.io,GAME,4.4,5231553,Varies with device,"100,000,000+",Free,0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up
that's lit,GAME,4.7,1115,39M,"100,000+",Free,0,Everyone,Arcade,"July 7, 2017",1.0,4.3 and up
¡Ay Metro!,GAME,3.8,489,36M,"10,000+",Free,0,Everyone 10+,Arcade,"March 17, 2015",1.0.3.1,4.0 and up
Аim Training for CS,GAME,3.6,2328,12M,"100,000+",Free,0,Everyone,Action,"October 25, 2014",1.8,2.3 and up
► MultiCraft ― Free Miner! 👍,GAME,4.3,1305050,Varies with device,"50,000,000+",Free,0,Everyone 10+,Adventure,"July 29, 2018",1.1.11.11,4.1 and up
